1	space	1	I long	consorted. Ihave	consorted. I have	written of
2	hyphen	2	and exhibited	to -all	to all	who saw
3	space	3	they so	prided themselvesupon.	prided themselves upon.	To all,
4	h->b	4	historic charges:	he bad	he had	never been
5	h->b	4	to sacrifice,	and be	and he	made himself
6	space	4	not had	enough; 'You	enough; ' You	are no
7	space	5	a shout	— ' The	— 'The	Proconsul! the
8	space	6	and fears.’	— ' You	— 'You	ask impossibilities;
9	UNK	6	what he	chose out-of	chose out of	anybody. ‘Will
10	period	9	shrewd answer	at command,	at command.	Some one
11	UNK	12	with which	the iecalds	the heralds	close the
12	UNK	12	trouble; scent	will summon:	will summon	my undertakers.’

13	UNK	13	her myself.	You will,	You will	not grudge
14	UNK	13	not dealt	till ber	till her	glance has
15	hyphen	13	is, I	cannot say-:	cannot say:	<choice><sic>-but to</sic><corr>but
16	UNK	14	to his	neighbour: 'See,'	neighbour: 'See,	he exclaimed,
17	space	16	part? It	looks tome	looks to me	as if
18	UNK	16	course, Apelles	and Aétion;	and Aëtion;	<choice><sic>they can.</sic><corr>they
19	period	17	give her	Roxana's lips,	Roxana's lips.	Nay, we
20	UNK	17	better: have	we not.	we not	Homer, best
21	UNK	17	by his	'carven ivory.”	'carven ivory.'	Other women’s
22	period	18	with her	many times,	many times.	You are
23	space	19	must have	philosophers; itis	philosophers; it is	by their
24	space	19	Philomela’s self,	'full-throated songstress '	'full-throated songstress'	though she
25	UNK	20	is her	fellow citizen	fellow citizen.	— There
26	period	20	Hermes and	of Apollo,	of Apollo.	The poet’s
27	UNK	21	herself, from	Ionia. 'The	Ionia. The	artists shall
28	UNK	24	towards me.	But tf	But if	you would
29	h->b	24	his true	likeness, be	likeness, he	would be
30	UNK	25	thick tresses,	and simi	and making	imaginary curls
31	UNK	25	have had	you .ut	you put	me on
32	UNK	27	the fault,	I .egan	I began	to agree.
33	space	28	too long,	and soon.	and so on.	When the
34	UNK	29	take away	from .t,	from it,	but by
35	space	30	become famous:	— ' by	— 'by	despising fame.’
36	period	31	not much	mend matters,	mend matters.	But what,
37	UNK	33	was ‘Golden	Aphrodite's peer'??	Aphrodite's peer'?	A little
38	UNK	33	away, or	has de	has he	your licence
39	period	34	‘a match	for Gods,'	for Gods.'	But let
40	hyphen	34	them. Hera	is oxeyed.	is ox-eyed.	Another poet
41	UNK	34	is only	called ike	called like	a God.
42	UNK	36	expect from	them? 'They	them? They	are shades
43	period	37	Scythia and	her laws,	her laws.	If you
44	period	37	away over	the seas,	the seas.	Are not
45	hyphen	38	our ancestors	recorded -on	recorded on	a brazen
46	UNK	39	with us:	but let'the	but let the	wind shift
47	UNK	40	high value	on friendship;	on friendship:	they are
48	UNK	42	preference among	our Gods?.	our Gods?	How would
49	UNK	42	I will	begin with	begin with,	the friendship
50	period	43	a repulse	from Chariclea,	from Chariclea.	With more
51	period	43	a passion	for Chariclea,	for Chariclea.	Such a
52	hyphen	43	once with	the billetsdoux.	the billets-doux.	Her maid
53	UNK	44	him. Dinias	was soon:a	was soon a	lost man,
54	UNK	44	another scale	of inunificence:	of munificence:	houses and
55	period	45	pickings to	be had,	be had.	Dinias arrived
56	UNK	45	its probable	consequences. 'The	consequences. The	news soon
57	UNK	48	<p>Eudamidas of	Corinth, thaugh	Corinth, though	he was
58	UNK	48	was as	follows: Io	follows: To	<choice><sic>Aretacus I</sic><corr>Aretaeus
59	h->b	48	such dowry	as bis	as his	circumstances will
60	period	48	pass to	the survivor,	the survivor.	The reading
61	UNK	48	as they	expressed it,'	expressed it,	<choice><sic>was apparently</sic><corr>'was
62	UNK	50	latter interrupted	him: “Menecrates,”	him: "Menecrates,"	he <choice><sic>said,
63	UNK	50	suitable to	her rank.”	her rank."	So saying,
64	period	50	to marry	the girl,	the girl.	When dinner
65	UNK	50	it to	Menecrates: “Accept,”	Menecrates: "Accept,"	he <choice><sic>cried,
66	UNK	50	£60,000 was	the sum.”	the sum."	<choice><sic>“You?”</sic><corr>" You?"</corr></choice>
67	UNK	50	since;  exclaimed	Menecrates; “Heaven	Menecrates; "Heaven	forbid that
68	UNK	50	to this	unfortunate girl!”	unfortunate girl!"	But even
69	hyphen	50	child into	the Senatehouse,	the Senate-house,	crowned with
70	hyphen	51	a number	of templerobbers,	of temple-robbers,	had forced
71	UNK	51	conducted to	Antiphilus's howse,	Antiphilus's house,	where they
72	UNK	52	master Antiphilus	with him;	with him:	the latter
73	period	52	harsh treatment	of Antiphilus,	of Antiphilus.	His attempts
74	UNK	52	to take	any 'nourishment,	any nourishment,	Demetrius arrived,
75	UNK	53	to the	gaoler, thas	gaoler, thus	securing his
76	UNK	54	away. They	insisted that:	insisted that	the judge
77	UNK	55	your truly	professional panegytic	professional panegyric	of Orestes
78	UNK	55	as to	the loss'	the loss	of your
79	hyphen	56	have related	is child'splay,	is child's-play,	when compared
80	UNK	57	shall not	occur aguio,	occur again,	be easy
81	UNK	57	on that	score. T'll	score. I'll	be so
